place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year,state
bhind,951.0,15274.34,8779.64,6494.7,4349.74,3858.33,safe,76200.0,50586.0,25614.0,2023,Unknown
pipariya,1437.7,24949.13,19155.4,5793.73,8245.11,7760.03,safe,98300.0,69300.0,17000.0,2023,Unknown
chaurai,1221.6,13699.23,13699.23,0.0,7956.75,7956.75,safe,117200.0,113973.0,0.0,2023,Unknown
sidhi,1154.15,4619.01,4009.79,609.22,2948.58,2796.54,safe,84400.0,52450.0,9500.0,2023,Madhya Pradesh
nisarpur,902.3,6831.78,1919.44,4912.34,2389.31,953.09,safe,35300.0,14450.0,20850.0,2023,Unknown
gwalior urban,879.0,5508.11,5508.11,0.0,3873.46,3873.46,semi_critical,42335.0,42335.0,0.0,2023,Madhya Pradesh
sagar,1197.6,15314.26,14985.08,329.18,7748.67,7699.67,safe,117300.0,104383.0,3187.0,2023,Madhya Pradesh
jobat,836.2,2208.32,2208.32,0.0,1447.49,1447.49,safe,38900.0,36900.0,0.0,2023,Unknown
khilchipur,999.6,12335.8,12335.8,0.0,10483.66,10483.66,semi_critical,78400.0,78400.0,0.0,2023,Unknown
bada malhera,1095.1,13720.7,10947.32,2773.38,7487.54,7174.25,safe,108235.0,80638.0,8862.0,2023,Unknown
mhow,941.4,11120.02,10527.05,592.97,8594.18,8272.61,semi_critical,104700.0,98548.0,3544.0,2023,Unknown
khandwa,950.3,10698.02,9737.6,960.42,6745.39,6515.27,safe,83100.0,78391.0,4084.0,2023,Madhya Pradesh
prithvipur,1070.3,12606.33,11063.91,1542.42,7939.93,7587.35,safe,95862.0,86421.0,7541.0,2023,Unknown
kesli,1197.6,9890.98,8883.29,1007.69,6293.65,6057.03,safe,79100.0,60071.0,5789.0,2023,Unknown
agar,1036.1,11896.08,8941.83,2954.25,6795.49,6113.1,safe,72440.0,54071.0,11375.0,2023,Andhra Pradesh
bagh,902.3,6588.19,5158.63,1429.56,1985.13,1844.64,safe,51200.0,47193.0,4007.0,2023,Jharkhand
chitrangi,1175.6,8691.85,8691.85,0.0,3485.36,3485.36,safe,194600.0,171250.0,0.0,2023,Unknown
lanji,1471.6,8158.73,5874.3,2284.43,1664.66,1342.66,safe,87126.0,64473.0,21423.0,2023,Unknown
ashoknagar,962.0,11006.59,10193.2,813.39,6750.4,6369.57,safe,124803.0,121297.0,3506.0,2023,Unknown
nagod,1075.5,12251.0,10782.01,1468.99,7843.13,7771.28,safe,95000.0,89750.0,1750.0,2023,Unknown
mandla,1445.1,4452.34,3157.83,1294.51,1435.45,1224.24,safe,61700.0,41463.0,7897.0,2023,Unknown
pichhore,994.9,8440.84,6487.23,1953.61,6137.44,5511.99,semi_critical,109100.0,88325.0,14559.0,2023,Unknown
kannod,1069.0,14249.4,11465.25,2784.15,7579.99,7099.5,safe,146300.0,73396.0,14696.0,2023,Unknown
khalwa,950.3,10652.67,10652.67,0.0,6760.52,6760.52,safe,148900.0,97000.0,0.0,2023,Unknown
kareli,1243.1,22361.37,18523.6,3837.77,13831.26,13670.8,safe,93300.0,70162.0,13238.0,2023,Unknown
pandhurna,1221.6,11836.32,11836.32,0.0,9822.3,9822.3,semi_critical,97200.0,87186.0,0.0,2023,Unknown
baldeogarh,1070.3,9443.11,8354.77,1088.34,6391.7,5901.34,semi_critical,85896.0,75717.0,6579.0,2023,Unknown
morar,879.0,13415.58,13415.58,0.0,7586.19,7586.19,safe,79775.0,79775.0,0.0,2023,Unknown
rampur-baghelan,1075.5,9478.69,5696.77,3781.92,8101.68,7627.61,semi_critical,87394.0,46344.0,31250.0,2023,Unknown
kukshi,902.3,5516.52,3931.65,1584.87,1960.91,1843.8,safe,34300.0,30923.0,3377.0,2023,Unknown
badnawar,902.3,17508.53,16322.54,1185.99,19934.5,19393.82,over_exploited,106400.0,100320.0,3420.0,2023,Unknown
sonkutch,1069.0,10691.8,10691.8,0.0,10253.91,10253.91,over_exploited,68100.0,58120.0,0.0,2023,Unknown
kalapipal,1036.1,14592.93,14592.93,0.0,15177.17,15177.17,over_exploited,82567.0,82567.0,0.0,2023,Unknown
gunnor,1182.9,6351.41,5613.91,737.5,2473.75,2308.61,safe,115617.0,111227.0,2790.0,2023,Unknown
shahpur,1081.3,4859.11,4449.93,409.18,2581.34,2465.74,safe,50500.0,43238.0,1262.0,2023,Unknown
tarana,912.5,13914.09,13914.09,0.0,11228.96,11228.96,semi_critical,106580.0,106580.0,0.0,2023,Unknown
sehore,1217.7,23095.52,21534.21,1561.31,14563.86,14120.15,safe,158425.0,133716.0,10945.0,2023,Unknown
laundi,1095.1,9114.19,6356.35,2757.84,5423.16,5056.9,safe,84181.0,64254.0,18007.0,2023,Unknown
chhapara,1323.6,6611.06,6611.06,0.0,4388.44,4388.44,safe,73100.0,63240.0,0.0,2023,Unknown
khategaon,1069.0,12717.67,12717.67,0.0,10332.54,10332.54,semi_critical,114500.0,87631.0,0.0,2023,Unknown
sailana,953.5,6285.1,6285.1,0.0,4800.97,4800.97,semi_critical,53600.0,43800.0,0.0,2023,Unknown
segaon,950.3,5573.04,4499.63,1073.41,2831.06,2678.31,safe,39850.0,35163.0,4137.0,2023,Unknown
porsa,753.0,7148.59,2501.32,4647.27,3187.46,1563.78,safe,55000.0,20393.0,25307.0,2023,Unknown
thandla,849.1,4154.07,4154.07,0.0,1838.59,1838.59,safe,54300.0,48800.0,0.0,2023,Unknown
bhainsdehi,1081.3,11112.26,10451.16,661.1,3917.24,3751.42,safe,125700.0,99821.0,2179.0,2023,Unknown
badod,1036.1,10992.95,10992.95,0.0,8404.7,8404.7,semi_critical,73598.0,70083.0,0.0,2023,Unknown
ron,951.0,8292.94,2338.11,5954.83,2467.15,1235.52,safe,43200.0,10136.0,33064.0,2023,Madhya Pradesh
athner,1081.3,6558.43,5661.53,896.9,3005.71,2884.14,safe,85300.0,51843.0,1457.0,2023,Unknown
gyaraspur,1135.3,11749.19,11749.19,0.0,8255.15,8255.15,semi_critical,87200.0,84100.0,0.0,2023,Unknown
khurai,1197.6,9201.84,8947.83,254.01,5198.76,5149.07,safe,93700.0,88541.0,2199.0,2023,Unknown
sihora,1227.3,8429.22,5403.32,3025.9,3403.9,3117.11,safe,46384.0,34384.0,12000.0,2023,Unknown
mungaoli,926.0,12016.39,8118.54,3897.85,5235.08,4885.8,safe,122406.0,112546.0,8910.0,2023,Unknown
amarpatan,1075.5,8664.4,7199.63,1464.77,6106.92,6030.92,semi_critical,65231.0,63231.0,2000.0,2023,Unknown
piploda,953.5,12144.57,12144.57,0.0,19416.67,19416.67,over_exploited,60400.0,60400.0,0.0,2023,Unknown
bajna,953.5,6814.39,5035.36,1779.03,5309.49,5064.79,semi_critical,68200.0,44886.0,8614.0,2023,Unknown
phanda,1106.7,14908.78,14908.78,0.0,11427.01,11427.01,semi_critical,92337.0,90107.0,0.0,2023,Unknown
ghatigaon,879.0,15640.0,12411.96,3228.04,4382.97,4189.69,safe,146890.0,113090.0,17900.0,2023,Madhya Pradesh
jhabua,849.1,2237.15,2237.15,0.0,1685.16,1685.16,semi_critical,44000.0,41300.0,0.0,2023,Unknown
sihawal,1154.15,5047.18,3101.11,1946.07,1473.44,1371.5,safe,74500.0,43720.0,22280.0,2023,Unknown
silwani,1237.6,14130.72,14130.72,0.0,8786.01,8786.01,safe,128900.0,99600.0,0.0,2023,Unknown
isagarh,926.0,8144.7,7815.04,329.66,5902.15,5740.41,semi_critical,107115.0,103680.0,3435.0,2023,Madhya Pradesh
chachaura,1082.0,20126.68,18983.21,1143.47,13387.73,13019.26,semi_critical,119318.0,112815.0,5417.0,2023,Unknown
karahal,799.2,13543.65,13543.65,0.0,6486.72,6486.72,safe,228700.0,227180.0,0.0,2023,Unknown
balaghat,1471.6,10488.39,8426.16,2062.23,2297.59,2057.45,safe,122219.0,103066.0,18890.0,2023,Madhya Pradesh
depalpur,941.4,18274.46,17700.44,574.02,24200.3,23883.82,over_exploited,104200.0,99127.0,1832.0,2023,Unknown
baihar,1471.6,9366.31,9366.31,0.0,457.15,457.15,safe,129160.0,127451.0,0.0,2023,Unknown
lakhnadon,1323.6,13917.12,13917.12,0.0,5426.49,5426.49,safe,170400.0,154480.0,0.0,2023,Unknown
katangi,1471.6,6086.92,5020.39,1066.53,3142.62,2838.69,safe,69779.0,56237.0,11442.0,2023,Unknown
timarni,1374.5,27065.8,7240.96,19824.84,5039.5,4391.13,safe,104000.0,65500.0,33500.0,2023,Unknown
multai,1081.3,12730.46,11148.23,1582.23,9970.54,9774.29,semi_critical,108100.0,82250.0,4850.0,2023,Unknown
jatara,1070.3,12268.84,10565.56,1703.28,9820.9,9227.3,semi_critical,100860.0,89014.0,7646.0,2023,Unknown
chhindwara,1221.6,10671.5,10671.5,0.0,9993.84,9993.84,critical,68300.0,63516.0,0.0,2023,Madhya Pradesh
harda,1374.5,13628.33,7309.01,6319.32,6711.97,5638.52,safe,105000.0,46000.0,45650.0,2023,Madhya Pradesh
susner,1036.1,10313.16,10313.16,0.0,9946.59,9946.59,over_exploited,65423.0,59830.0,0.0,2023,Unknown
barwaha,950.3,21513.78,10054.93,11458.85,7824.8,6808.75,safe,147000.0,98260.0,35020.0,2023,Unknown
garoth,880.9,15641.87,11492.06,4149.81,12301.8,10078.01,semi_critical,113020.0,87177.0,25843.0,2023,Unknown
tendulheda,1176.0,3990.38,2180.54,1809.84,1954.55,1721.96,safe,95700.0,26513.0,13487.0,2023,Unknown
katthiwara,836.2,2898.31,2898.31,0.0,1291.64,1291.64,safe,63300.0,51600.0,0.0,2023,Unknown
gaurihar,1095.1,7282.27,4295.15,2987.12,2254.8,1883.77,safe,92152.0,59873.0,31119.0,2023,Unknown
lahar,951.0,13344.02,6236.88,7107.14,4246.1,2943.99,safe,65600.0,34488.0,31112.0,2023,Unknown
jaisinghnagar,1226.0,14501.02,14501.02,0.0,1702.45,1702.45,safe,163900.0,135900.0,0.0,2023,Unknown
banda,1197.6,10686.19,10180.5,505.69,6006.7,5869.36,safe,95300.0,79403.0,3727.0,2023,Gujarat
gangev,1143.1,4366.5,2894.12,1472.38,2723.77,1906.76,safe,59130.0,39707.0,19423.0,2023,Unknown
deori,1197.6,9825.61,8319.36,1506.25,5400.62,5247.56,safe,101400.0,77753.0,8997.0,2023,Unknown
chhatarpur,1095.1,10248.08,8250.46,1997.62,7010.15,6668.19,semi_critical,105889.0,78296.0,15093.0,2023,Unknown
sohagpur,1226.0,7920.46,7920.46,0.0,2132.34,2132.34,safe,81000.0,75000.0,0.0,2023,Unknown
pandhana,950.3,17155.59,12342.95,4812.64,9588.53,9187.09,safe,127200.0,98499.0,18501.0,2023,Unknown
chhegaon makhan,950.3,13100.92,12387.73,713.19,10441.38,10266.54,semi_critical,87000.0,82545.0,3555.0,2023,Unknown
chicholi,1081.3,5594.26,5231.18,363.08,2694.53,2495.59,safe,49400.0,38514.0,1336.0,2023,Unknown
akuluto,2080.4,359.32,359.32,0.0,7.85,7.85,safe,26974.0,2703.28,0.0,2023,Nagaland
pungro,1074.1,153.11,153.11,0.0,0.43,0.43,safe,56500.0,1371.78,0.0,2023,Nagaland
kubulong,2080.4,495.88,495.88,0.0,0.1,0.1,safe,12773.0,4346.94,0.0,2023,Nagaland
longkhim,2079.5,198.06,198.06,0.0,4.06,4.06,safe,14989.0,613.67,0.0,2023,Nagaland
tening,1394.2,1244.52,1244.52,0.0,20.99,20.99,safe,52166.0,15398.61,0.0,2023,Nagaland
noklak,2079.5,610.55,610.55,0.0,7.68,7.68,safe,57107.0,2036.64,0.0,2023,Nagaland
wozhuru ralan,2166.76,1276.81,1276.81,0.0,28.81,28.81,safe,27268.0,10045.94,0.0,2023,Nagaland
tizit,1469.1,794.68,794.68,0.0,51.46,51.46,safe,23861.0,10367.56,0.0,2023,Nagaland
peren,1394.2,1193.11,1193.11,0.0,13.75,13.75,safe,47063.0,14102.3,0.0,2023,Nagaland
longleng,1879.5,888.9,888.9,0.0,5.96,5.96,safe,34503.56,7344.54,0.0,2023,Nagaland
zunheboto,2080.4,300.9,300.9,0.0,20.62,20.62,safe,9662.0,616.09,0.0,2023,Nagaland
tokiye,2080.4,264.64,264.64,0.0,9.57,9.57,safe,14966.0,905.94,0.0,2023,Nagaland
simiti,1074.1,224.61,224.61,0.0,3.12,3.12,safe,31080.0,1160.81,0.0,2023,Nagaland
chukitong,2166.76,608.63,608.63,0.0,3.86,3.86,safe,14534.0,4922.78,0.0,2023,Nagaland
phek,1295.1,379.5,379.5,0.0,5.32,5.32,safe,40088.02,1076.97,0.0,2023,Nagaland
mon,1469.1,766.89,766.89,0.0,29.84,29.84,safe,25278.0,10324.52,0.0,2023,Nagaland
ongpangkong south,2080.4,835.57,835.57,0.0,12.41,12.41,safe,22954.0,7946.47,0.0,2023,Nagaland
meluri,1295.1,503.65,503.65,0.0,14.08,14.08,safe,97649.74,5285.34,0.0,2023,Nagaland
sangsangnyu,2079.5,464.8,464.8,0.0,9.69,9.69,safe,35307.0,1483.26,0.0,2023,Nagaland
sekruzu,1295.1,322.2,322.2,0.0,4.51,4.51,safe,18197.28,2006.28,0.0,2023,Nagaland
kohima,1779.3,1565.54,1565.54,0.0,125.17,125.17,safe,25655.0,3706.42,0.0,2023,Nagaland
tobu,1469.1,358.63,358.63,0.0,4.84,4.84,safe,31288.0,4699.61,0.0,2023,Nagaland
satakha,2080.4,385.6,385.6,0.0,9.66,9.66,safe,38774.0,2093.25,0.0,2023,Nagaland
changtongya,2080.4,1564.22,1564.22,0.0,20.2,20.2,safe,42289.0,14301.82,0.0,2023,Nagaland
chessore,2079.5,564.32,564.32,0.0,7.77,7.77,safe,22679.0,955.34,0.0,2023,Nagaland
wokha,2166.76,1335.54,1335.54,0.0,53.57,53.57,safe,26904.0,10647.08,0.0,2023,Nagaland
noksen,2079.5,346.56,346.56,0.0,5.56,5.56,safe,28340.0,1238.06,0.0,2023,Nagaland
tamlu,1879.5,614.34,614.34,0.0,2.7,2.7,safe,21696.44,5545.08,0.0,2023,Nagaland
medziphema,1744.96,13446.44,13446.44,0.0,1118.93,1118.93,safe,55165.0,37180.03,0.0,2023,Nagaland
jakhama,1779.3,663.96,663.96,0.0,11.94,11.94,safe,24600.0,4492.73,0.0,2023,Unknown
jalukie,1394.2,3592.68,3592.68,0.0,226.83,226.83,safe,65871.0,34337.53,0.0,2023,Unknown
chen,1469.1,891.9,891.9,0.0,26.29,26.29,safe,37708.0,12467.75,0.0,2023,Tamil Nadu
pomching,1469.1,756.7,756.7,0.0,28.44,28.44,safe,26015.0,9683.27,0.0,2023,Unknown
suruhoto,2080.4,199.59,199.59,0.0,5.82,5.82,safe,12024.0,765.26,0.0,2023,Unknown
mangkolemba,2080.4,1707.82,1707.82,0.0,65.5,65.5,safe,44812.0,15099.67,0.0,2023,Unknown
bhandari,2166.76,3223.65,3223.65,0.0,28.97,28.97,safe,49715.0,22870.1,0.0,2023,Unknown
thonoknyu,2079.5,421.04,421.04,0.0,3.99,3.99,safe,53298.0,2003.14,0.0,2023,Unknown
pfutsero,1295.1,357.51,357.51,0.0,9.55,9.55,safe,30044.41,1889.11,0.0,2023,Unknown
ongpangkong north,2080.4,1117.7,1117.7,0.0,14.76,14.76,safe,24572.0,8336.23,0.0,2023,Unknown
chare,2079.5,56.44,56.44,0.0,1.4,1.4,safe,8271.0,511.04,0.0,2023,Unknown
kuhoboto,1744.96,1500.12,1500.12,0.0,120.52,120.52,safe,6976.0,4004.75,0.0,2023,Unknown
sanis,2166.76,2231.52,2231.52,0.0,58.61,58.61,safe,44379.0,18434.72,0.0,2023,Unknown
longchem,2080.4,569.85,569.85,0.0,33.28,33.28,safe,14100.0,5011.83,0.0,2023,Unknown
kiphire,1074.1,134.3,134.3,0.0,6.11,6.11,safe,25420.0,1043.61,0.0,2023,Nagaland
dhansiripar,1744.96,6450.12,6450.12,0.0,232.52,232.52,safe,21215.0,16602.22,0.0,2023,Unknown
niuland,1744.96,1825.54,1825.54,0.0,76.59,76.59,safe,9344.0,5258.67,0.0,2023,Unknown
wakching,1469.1,1061.4,1061.4,0.0,10.23,10.23,safe,34450.0,13969.73,0.0,2023,Unknown
tseminyu,1779.3,897.32,897.32,0.0,39.48,39.48,safe,36389.0,7483.42,0.0,2023,Unknown
chiephobozou,1779.3,1226.83,1226.83,0.0,35.97,35.97,safe,59656.0,12581.0,0.0,2023,Unknown
kikruma,1295.1,298.4,298.4,0.0,3.87,3.87,safe,16620.55,1051.3,0.0,2023,Unknown
shamator,2079.5,220.47,220.47,0.0,3.84,3.84,safe,33609.0,1282.28,0.0,2023,Unknown
ghathashi,2080.4,245.0,245.0,0.0,5.37,5.37,safe,23100.0,1901.65,0.0,2023,Unknown
thingsulthliah,2262.0,301.19,301.19,0.0,16.66,16.66,safe,73100.0,4161.0,0.0,2023,Unknown
bilkhawthlir,2242.0,1361.56,1361.56,0.0,21.97,21.97,safe,51106.0,18978.0,0.0,2023,Unknown
chawngte,2003.0,1573.05,1573.05,0.0,30.18,30.18,safe,69948.0,24542.0,0.0,2023,Unknown
khawzawl,1745.0,529.77,529.77,0.0,6.99,6.99,safe,113287.0,9486.0,0.0,2023,Unknown
darlawn,2262.0,551.78,551.78,0.0,19.23,19.23,safe,105043.0,7623.0,0.0,2023,Unknown
sangau,2003.0,114.15,114.15,0.0,7.76,7.76,safe,47258.0,1781.0,0.0,2023,Unknown
lunglei,2168.0,683.36,683.36,0.0,59.53,59.53,safe,108893.0,9850.0,0.0,2023,Unknown
reiek,2177.0,811.59,811.59,0.0,28.58,28.58,safe,83627.0,11650.0,0.0,2023,Unknown
serchhip,1686.0,664.68,664.68,0.0,20.39,20.39,safe,97659.0,12320.0,0.0,2023,Unknown
e lungdar,1686.0,207.5,207.5,0.0,27.12,27.12,safe,44441.0,3846.0,0.0,2023,Unknown
tuipang,2249.0,604.1,604.1,0.0,11.14,11.14,safe,96752.0,8394.0,0.0,2023,Unknown
phullen,2262.0,241.98,241.98,0.0,12.98,12.98,safe,55890.0,3343.0,0.0,2023,Unknown
lawngtlai,2003.0,711.02,711.02,0.0,59.45,59.45,safe,88293.0,11093.0,0.0,2023,Unknown
aibawk,2262.0,9.48,9.48,0.0,5.87,5.87,safe,55064.0,131.0,0.0,2023,Mizoram
champhai,1745.0,452.14,452.14,0.0,28.27,28.27,safe,59080.0,8096.0,0.0,2023,Unknown
khawbung,1745.0,306.88,306.88,0.0,1.43,1.43,safe,66535.0,5495.0,0.0,2023,Unknown
tlangnuam,2262.0,468.76,468.76,0.0,142.2,142.2,safe,68503.0,6476.0,0.0,2023,Unknown
north thingdawl,2242.0,1473.41,1473.41,0.0,9.05,9.05,safe,87094.0,20537.0,0.0,2023,Unknown
saiha,2249.0,163.08,163.08,0.0,28.67,28.67,safe,43148.0,2266.0,0.0,2023,Unknown
west bunghmun,2168.0,1714.76,1714.76,0.0,25.84,25.84,safe,114970.0,24717.0,0.0,2023,Unknown
west phaileng,2177.0,1425.26,1425.26,0.0,35.35,35.35,safe,99578.0,20459.0,0.0,2023,Unknown
bungtlang south,2003.0,939.59,939.59,0.0,4.46,4.46,safe,50201.0,14659.0,0.0,2023,Unknown
hnahthial,2168.0,365.95,365.95,0.0,57.76,57.76,safe,94597.0,5275.0,0.0,2023,Unknown
lungsen,2168.0,2403.53,2403.53,0.0,46.33,46.33,safe,137240.0,34645.0,0.0,2023,Unknown
zawlnuam,2177.0,2753.26,2753.26,0.0,36.35,36.35,safe,117195.0,39522.0,0.0,2023,Unknown
ngopa,1745.0,312.52,312.52,0.0,7.3,7.3,safe,79598.0,5596.0,0.0,2023,Unknown
bana,0.0,0.0,0.0,0.0,,,Hilly Area,14780.4893742228,0.0,0.0,2023,Unknown
singa-gelling,0.0,0.0,0.0,0.0,,,Hilly Area,135701.847923809,0.0,0.0,2023,Unknown
aalo east,0.0,0.0,0.0,0.0,,,Hilly Area,35944.5141264664,0.0,0.0,2023,Arunachal Pradesh
diyun,2599.5,5094.81,5094.81,0.0,57.71,57.71,safe,14899.2298562832,7622.61155429201,0.0,2023,Unknown
tawang,0.0,0.0,0.0,0.0,,,Hilly Area,26605.2220228047,0.0,0.0,2023,Unknown
yachuli,2136.9,2550.66,2550.66,0.0,5.91,5.91,safe,93518.7714739042,4094.29110938806,0.0,2023,Unknown
walong,0.0,0.0,0.0,0.0,,,Hilly Area,357087.296078798,0.0,0.0,2023,Unknown
gensi,0.0,0.0,0.0,0.0,,,Hilly Area,47133.7372183564,0.0,0.0,2023,Unknown
bordumsa,2599.5,5841.46,5841.46,0.0,76.4,76.4,safe,8692.01076251575,8549.66703896904,0.0,2023,Unknown
koloriang,0.0,0.0,0.0,0.0,,,Hilly Area,41350.769167968,0.0,0.0,2023,Unknown
tirbin,0.0,0.0,0.0,0.0,,,Hilly Area,15864.8667202884,0.0,0.0,2023,Unknown
sagalee,3336.8,4160.89,4160.89,0.0,7.65,7.65,safe,116788.891879249,3790.24291321849,0.0,2023,Unknown
damin,0.0,0.0,0.0,0.0,,,Hilly Area,126914.084327008,0.0,0.0,2023,Unknown
khimiyong,0.0,0.0,0.0,0.0,,,Hilly Area,18813.1865206687,0.0,0.0,2023,Unknown
wakka,0.0,0.0,0.0,0.0,,,Hilly Area,30494.9418723711,0.0,0.0,2023,Unknown
seppa,2136.1,3804.3,3804.3,0.0,80.91,80.91,safe,51358.7011460388,3999.3340890631102,0.0,2023,Unknown
puchi geko,0.0,0.0,0.0,0.0,,,Hilly Area,28123.8195623969,0.0,0.0,2023,Unknown
geku,0.0,0.0,0.0,0.0,,,Hilly Area,51529.6520762278,0.0,0.0,2023,Unknown
kimin,3336.8,1846.02,1846.02,0.0,11.12,11.12,safe,52633.590096325,2814.1426733895,0.0,2023,Unknown
changlang,2599.5,2077.07,2077.07,0.0,1.01,1.01,safe,56798.7519410552,3136.68619576616,0.0,2023,Unknown
roing-koronu,3507.0,49179.92,49179.92,0.0,232.73,232.73,safe,122994.660502942,74710.1064553007,0.0,2023,Unknown
tezu,3003.5,34951.78,34951.78,0.0,25.18,25.18,safe,174097.333607291,58688.0095363559,0.0,2023,Unknown
chambang,0.0,0.0,0.0,0.0,,,Hilly Area,37384.6191914039,0.0,0.0,2023,Unknown
zemithang-dudunghar,0.0,0.0,0.0,0.0,,,Hilly Area,53248.4774952569,0.0,0.0,2023,Unknown
nampong,2599.5,5350.92,5350.92,0.0,6.47,6.47,safe,81057.3299555587,7835.84055199107,0.0,2023,Unknown
tame raga,2136.9,1590.59,1590.59,0.0,11.07,11.07,safe,195220.790646107,2267.6099535529,0.0,2023,Unknown
mariang,0.0,0.0,0.0,0.0,,,Hilly Area,73229.4565048256,0.0,0.0,2023,Unknown
namsai,3003.5,23104.66,23104.66,0.0,112.84,112.84,safe,41618.2052779123,35190.6897346854,0.0,2023,Unknown
lumla,0.0,0.0,0.0,0.0,,,Hilly Area,8413.68075541618,0.0,0.0,2023,Unknown
daporijo,1746.5,959.34,959.34,0.0,13.65,13.65,safe,25680.6803977706,320.33,0.0,2023,Unknown
giba,0.0,0.0,0.0,0.0,,,Hilly Area,66821.9966490354,0.0,0.0,2023,Unknown
jang-thingbu,0.0,0.0,0.0,0.0,,,Hilly Area,108086.29864694,0.0,0.0,2023,Unknown
thrizino,2521.4,723.36,723.36,0.0,1.53,1.53,safe,111234.486151448,1414.52443185677,0.0,2023,Unknown
kaying-payum,0.0,0.0,0.0,0.0,,,Hilly Area,144767.055829799,0.0,0.0,2023,Unknown
pangin,0.0,0.0,0.0,0.0,,,Hilly Area,138979.059176615,0.0,0.0,2023,Unknown
kanubari,3459.4,2505.58,2505.58,0.0,12.86,12.86,safe,23376.1426204043,2410.76807752977,0.0,2023,Unknown
laju,0.0,0.0,0.0,0.0,,,Hilly Area,26139.5226270725,0.0,0.0,2023,Unknown
nyapin,0.0,0.0,0.0,0.0,,,Hilly Area,57793.1850702681,0.0,0.0,2023,Unknown
kalaktang,2521.4,835.84,835.84,0.0,1.78,1.78,safe,175068.905920993,1648.48540630081,0.0,2023,Unknown
palin,0.0,0.0,0.0,0.0,,,Hilly Area,26630.3284593444,0.0,0.0,2023,Rajasthan
tali,0.0,0.0,0.0,0.0,,,Hilly Area,40160.7878978786,0.0,0.0,2023,Unknown
seijosa,2136.1,6001.55,6001.55,0.0,15.19,15.19,safe,69182.7949794759,14737.3382564676,0.0,2023,Unknown
yingkong,0.0,0.0,0.0,0.0,,,Hilly Area,57112.9931849006,0.0,0.0,2023,Unknown
khonsa,3459.4,2422.78,2422.78,0.0,5.8,5.8,safe,61554.7023804939,3498.86872162099,0.0,2023,Unknown
sarli,0.0,0.0,0.0,0.0,,,Hilly Area,113587.937436071,0.0,0.0,2023,Unknown
ziro i,2136.9,2162.85,2162.85,0.0,22.13,22.13,safe,62060.4378799892,3773.09893705904,0.0,2023,Unknown
bameng,0.0,0.0,0.0,0.0,,,Hilly Area,21810.2000102148,0.0,0.0,2023,Unknown
namsang,3459.4,3029.32,3029.32,0.0,16.02,16.02,safe,33618.9230188924,4658.75474607966,0.0,2023,Unknown
sangram,0.0,0.0,0.0,0.0,,,Hilly Area,38112.6630311025,0.0,0.0,2023,Unknown
khenewa,0.0,0.0,0.0,0.0,,,Hilly Area,53012.0177447914,0.0,0.0,2023,Unknown
anini-mipi,0.0,0.0,0.0,0.0,,,Hilly Area,396482.950144512,0.0,0.0,2023,Unknown
limeking,0.0,0.0,0.0,0.0,,,Hilly Area,157932.779385787,0.0,0.0,2023,Unknown
nacho,0.0,0.0,0.0,0.0,,,Hilly Area,149303.959490002,0.0,0.0,2023,Unknown
aalo west,0.0,0.0,0.0,0.0,,,Hilly Area,17425.1806903267,0.0,0.0,2023,Arunachal Pradesh
hunli-desali,0.0,0.0,0.0,0.0,,,Hilly Area,149043.793160814,0.0,0.0,2023,Unknown
dambuk,3507.0,30030.54,30030.54,0.0,15.18,15.18,safe,117961.546336244,45289.8935446993,0.0,2023,Unknown
pangchao,0.0,0.0,0.0,0.0,,,Hilly Area,27767.0275437779,0.0,0.0,2023,Unknown
tuting,0.0,0.0,0.0,0.0,,,Hilly Area,293523.107929513,0.0,0.0,2023,Unknown
taliha,0.0,0.0,0.0,0.0,,,Hilly Area,94049.7564937002,0.0,0.0,2023,Unknown
dumporijo,1746.5,1792.22,1792.22,0.0,7.51,7.51,safe,53039.1705419096,379.67,0.0,2023,Unknown
parsi parlo,0.0,0.0,0.0,0.0,,,Hilly Area,34718.0487752051,0.0,0.0,2023,Unknown
etalin,0.0,0.0,0.0,0.0,,,Hilly Area,400464.928849731,0.0,0.0,2023,Unknown
mukto-bongkhar,0.0,0.0,0.0,0.0,,,Hilly Area,18309.8039165027,0.0,0.0,2023,Unknown
dirang,2521.4,1027.96,1027.96,0.0,4.61,4.61,safe,191769.323745858,1367.98299275204,0.0,2023,Unknown
lekang_mahadevpur,3003.5,8507.77,8507.77,0.0,69.2,69.2,safe,10672.6856173706,10620.0119775471,0.0,2023,Unknown
mechuka,0.0,0.0,0.0,0.0,,,Hilly Area,125363.768834987,0.0,0.0,2023,Unknown
monigong,0.0,0.0,0.0,0.0,,,Hilly Area,138469.64676371,0.0,0.0,2023,Nagaland
mebo,4418.8,41546.64,41546.64,0.0,47.87,47.87,safe,78432.6611871701,50854.245494085,0.0,2023,Unknown
jangging,0.0,0.0,0.0,0.0,,,Hilly Area,47902.9423807248,0.0,0.0,2023,Unknown
kitypi,0.0,0.0,0.0,0.0,,,Hilly Area,2536.51716307961,0.0,0.0,2023,Unknown
riga,0.0,0.0,0.0,0.0,,,Hilly Area,16379.9561432084,0.0,0.0,2023,Unknown
