place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year
kot ise khan at dharamkot,490.0,22752.17,0.0,22752.17,26067.65,1431.27574394464,over_exploited,56234.0,0.0,56234.0,2024
kalanaur,853.0,9181.26,0.0,9181.26,13287.98,1431.27574394464,over_exploited,19269.0,0.0,19269.0,2024
bhogpur,750.0,12579.41,0.0,12579.41,23717.56,1431.27574394464,over_exploited,18255.0,0.0,18255.0,2024
amritsar urban,670.0,1156.11,0.0,1156.11,3434.82,1431.27574394464,over_exploited,8664.0,0.0,8664.0,2024
valtoha,490.0,9815.82,0.0,9815.82,14909.85,1431.27574394464,over_exploited,37614.0,0.0,37614.0,2024
bhikhiwind,544.0,8976.53,0.0,8976.53,18673.73,1431.27574394464,over_exploited,32937.0,0.0,32937.0,2024
mukerian,988.0,9217.45,0.0,9217.45,8924.68,1431.27574394464,over_exploited,23162.0,0.0,23162.0,2024
dhilwan,680.0,10903.34,0.0,10903.34,16349.18,1431.27574394464,over_exploited,27232.0,0.0,27232.0,2024
nihal singh wala,465.0,10701.43,0.0,10701.43,34025.8,1431.27574394464,over_exploited,39194.0,0.0,39194.0,2024
chogawan,603.0,24128.83,0.0,24128.83,28552.97,1431.27574394464,over_exploited,42030.0,0.0,42030.0,2024
bhunga,908.0,12617.95,224.64,12393.31,10847.86,1431.27574394464,critical,54759.0,0.0,54759.0,2024
chohla sahib,559.0,5925.47,0.0,5925.47,11031.7,1431.27574394464,over_exploited,28817.0,0.0,28817.0,2024
hajipur,1011.0,7986.51,0.0,7986.51,5945.56,1431.27574394464,semi_critical,17944.0,0.0,17944.0,2024
goniana mandi,388.0,9301.4,0.0,8755.08,16465.39,1431.27574394464,over_exploited,31977.0,0.0,30457.34,2024
makhu,483.0,21335.72,0.0,21335.72,16776.55,1431.27574394464,semi_critical,33406.0,0.0,33406.0,2024
amloh,595.0,7585.99,0.0,7585.99,17590.17,1431.27574394464,over_exploited,25765.0,0.0,25765.0,2024
samrala,674.0,6101.98,0.0,6101.98,10220.25,1431.27574394464,over_exploited,18016.0,0.0,18016.0,2024
phul,344.0,14232.66,0.0,14232.66,25144.41,1431.27574394464,over_exploited,28221.0,0.0,28221.0,2024
sanaur,700.487567013092,9566.67,0.0,9566.67,21739.74,1431.27574394464,over_exploited,37045.0,0.0,37017.92,2024
jalalabad,372.0,22618.41,0.0,12969.41,31402.43,1431.27574394464,over_exploited,47807.0,0.0,19304.15,2024
dorangala,892.0,3430.33,0.0,3430.33,2577.14,1431.27574394464,semi_critical,10920.0,0.0,10920.0,2024
jalandhar east,668.0,9325.37,0.0,9325.37,44829.91,1431.27574394464,over_exploited,20202.0,0.0,20202.0,2024
firozpur,425.0,27646.97,0.0,27646.97,23936.73,1431.27574394464,critical,45410.0,0.0,45410.0,2024
jaiton,397.0,16008.72,0.0,11458.17,18414.39,1431.27574394464,over_exploited,42490.0,0.0,35898.91,2024
ludhiana-1,641.0,7262.86,0.0,7262.86,26134.21,1431.27574394464,over_exploited,23364.0,0.0,23364.0,2024
sirhind,699.0,10571.91,0.0,10571.91,13835.2,1431.27574394464,over_exploited,30501.0,0.0,30501.0,2024
majitha,676.0,20059.64,0.0,20059.64,27877.91,1431.27574394464,over_exploited,26159.0,0.0,26159.0,2024
phillaur,619.0,10012.74,0.0,10012.74,23448.92,1431.27574394464,over_exploited,29146.0,0.0,29146.0,2024
talwara,984.0,6935.75,1714.34,5221.41,2873.27,1431.27574394464,safe,22573.0,0.0,22573.0,2024
bhikhi,441.0,11029.26,0.0,11029.26,20487.01,1431.27574394464,over_exploited,36834.0,0.0,36834.0,2024
mamdot,405.0,17111.84,0.0,17111.84,15376.84,1431.27574394464,critical,33040.0,0.0,33040.0,2024
balachaur,807.0,14163.31,1528.12,12015.56,11381.87,1431.27574394464,semi_critical,32464.0,0.0,29425.44,2024
phagwara,528.0,10067.73,0.0,10067.73,25215.38,1431.27574394464,over_exploited,29635.0,0.0,29635.0,2024
pathankot,1157.0,10267.8,74.4,10193.4,3966.0,1431.27574394464,safe,14428.0,0.0,14428.0,2024
fazilka,347.0,27890.78,0.0,18156.97,11246.08,1431.27574394464,safe,37610.0,0.0,26793.25,2024
guruhar sahai,396.0,31905.57,0.0,22926.43,22381.22,1431.27574394464,safe,47053.0,0.0,29828.14,2024
aur,735.0,20317.84,0.0,20317.84,16719.45,1431.27574394464,critical,23037.0,0.0,23037.0,2024
dhar kalan,1200.0,7195.68,1768.7,5426.98,1216.62,1431.27574394464,safe,28999.0,0.0,12058.0,2024
moga-1,458.0,10113.57,0.0,10113.57,29367.16,1431.27574394464,over_exploited,40872.0,0.0,40872.0,2024
banga,618.0,5778.18,0.0,5778.18,11744.71,1431.27574394464,over_exploited,26066.0,0.0,26066.0,2024
jagraon,522.0,19368.47,0.0,19368.47,27208.79,1431.27574394464,over_exploited,37126.0,0.0,37126.0,2024
patran,537.0,10345.94,0.0,10345.94,27114.61,1431.27574394464,over_exploited,41841.0,0.0,41841.0,2024
bhunarheri,725.203719848001,9384.68,0.0,9384.68,23042.2,1431.27574394464,over_exploited,36316.0,0.0,36226.27,2024
khamanon,709.0,8652.68,0.0,8652.68,16207.98,1431.27574394464,over_exploited,19670.0,0.0,19670.0,2024
andana,491.0,9034.63,0.0,9034.63,21058.29,1431.27574394464,over_exploited,32794.0,0.0,32794.0,2024
khera,737.0,4893.77,0.0,4893.77,7534.64,1431.27574394464,over_exploited,20212.0,0.0,20212.0,2024
chamkaur sahib,781.0,9487.33,0.0,9487.33,10284.63,1431.27574394464,over_exploited,19223.0,0.0,19223.0,2024
nathana,373.0,12757.91,0.0,12757.91,17373.84,1431.27574394464,over_exploited,37558.0,0.0,37558.0,2024
bagha purana,412.0,20701.33,0.0,20701.33,38053.42,1431.27574394464,over_exploited,55866.0,0.0,55866.0,2024
nawan shahr,837.0,10553.69,0.0,10553.69,13462.18,1431.27574394464,over_exploited,27592.0,0.0,27592.0,2024
adampur,684.0,10931.13,0.0,10931.13,23873.53,1431.27574394464,over_exploited,21823.0,0.0,21823.0,2024
ajnala,596.0,23737.0,0.0,23737.0,29658.03,1431.27574394464,over_exploited,45610.0,0.0,45610.0,2024
patti,517.0,9869.31,0.0,9869.31,26616.71,1431.27574394464,over_exploited,39482.0,0.0,39482.0,2024
samana,546.0,10316.21,0.0,10316.21,20178.67,1431.27574394464,over_exploited,39231.0,0.0,39231.0,2024
tarsikka,708.0,12596.81,0.0,12596.81,20979.37,1431.27574394464,over_exploited,23578.0,0.0,23578.0,2024
ludhiana-2,684.0,12062.31,0.0,12062.31,26080.63,1431.27574394464,over_exploited,47566.0,0.0,47566.0,2024
bamial,1087.0,1613.74,0.0,1613.74,1190.89,1431.27574394464,semi_critical,4641.0,0.0,4641.0,2024
nadala,735.0,10965.64,0.0,10965.64,17042.76,1431.27574394464,over_exploited,24377.0,0.0,24377.0,2024
tanda,869.0,11013.12,0.0,11013.12,16468.97,1431.27574394464,over_exploited,27371.0,0.0,27371.0,2024
sudhar,602.0,5252.81,0.0,5252.81,11085.64,1431.27574394464,over_exploited,14060.0,0.0,14060.0,2024
sangrur,477.0,12928.9,0.0,12928.9,33126.5,1431.27574394464,over_exploited,47418.0,0.0,47418.0,2024
khanna,623.0,6541.97,0.0,6541.97,16306.94,1431.27574394464,over_exploited,27469.0,0.0,27469.0,2024
mansa,366.0,23923.9,0.0,16164.75,25432.11,1431.27574394464,over_exploited,39177.0,0.0,36042.24,2024
dirba,506.0,6405.0,0.0,6405.0,20079.06,1431.27574394464,over_exploited,30716.0,0.0,30716.0,2024
rajpura,772.697370218579,5953.14,0.0,5953.14,11563.36,1431.27574394464,over_exploited,26352.0,0.0,26307.65,2024
malerkotla-1,562.0,11626.88,0.0,11626.88,32420.1,1431.27574394464,over_exploited,42287.0,0.0,42287.0,2024
qadian,825.0,14027.17,0.0,14027.17,12413.74,1431.27574394464,critical,20372.0,0.0,20372.0,2024
kot bhai at gidderbaha,398.0,24958.46,0.0,20005.9,9794.18,1431.27574394464,safe,65681.0,0.0,59291.2,2024
morinda,755.0,5098.53,0.0,5098.53,7934.95,1431.27574394464,over_exploited,13971.0,0.0,13971.0,2024
rupnagar,827.0,8806.41,49.6,8756.81,6241.8,1431.27574394464,safe,39056.0,0.0,39056.0,2024
barnala,536.858024387061,19468.08,0.0,19468.08,55863.31,1431.27574394464,over_exploited,68971.0,0.0,68824.6,2024
dehlon,598.0,6159.54,0.0,6159.54,12673.22,1431.27574394464,over_exploited,14040.0,0.0,14040.0,2024
shambu kalan,686.988528592847,5175.84,0.0,5175.84,12302.95,1431.27574394464,over_exploited,23345.0,0.0,20667.2,2024
kapurthala,625.0,8607.97,0.0,8607.97,21244.41,1431.27574394464,over_exploited,37167.0,0.0,37167.0,2024
anandpur sahib,897.0,8142.11,0.0,8142.11,6514.73,1431.27574394464,semi_critical,32031.0,0.0,32031.0,2024
naushera pannuan,543.0,5564.79,0.0,5564.79,14548.63,1431.27574394464,over_exploited,17247.0,0.0,17247.0,2024
muktsar,389.0,70366.12,0.0,37200.72,35127.62,1431.27574394464,safe,82781.0,0.0,57096.91,2024
sultanpur lodhi,579.0,19324.69,0.0,19324.69,45501.4,1431.27574394464,over_exploited,44464.0,0.0,44464.0,2024
nabha,636.0,19137.2,0.0,19137.2,36654.75,1431.27574394464,over_exploited,61803.0,0.0,61803.0,2024
sangat,423.0,21765.97,0.0,21765.97,14157.83,1431.27574394464,semi_critical,48201.0,0.0,48201.0,2024
attari,628.0,9479.13,0.0,9479.13,15013.0,1431.27574394464,over_exploited,25434.0,0.0,25434.0,2024
khuian sarwar,363.0,32507.72,0.0,20379.58,17645.82,1431.27574394464,safe,68981.0,0.0,10179.53,2024
sri hargobindpur,790.0,19919.36,0.0,19919.36,16171.39,1431.27574394464,critical,27488.0,0.0,27488.0,2024
jalandhar city,668.0,1343.69,0.0,1343.69,5221.29,1431.27574394464,over_exploited,10295.0,0.0,10295.0,2024
sidhwan bet,554.0,10091.21,0.0,10091.21,20251.65,1431.27574394464,over_exploited,44370.0,0.0,44370.0,2024
mehatpur,576.0,4498.64,0.0,4498.64,10349.84,1431.27574394464,over_exploited,17754.0,0.0,17754.0,2024
lambi,403.0,40763.03,0.0,28004.5,9853.73,1431.27574394464,safe,58733.0,0.0,32483.95,2024
narot jaimal singh,1095.0,6499.58,0.0,6499.58,3874.55,1431.27574394464,safe,19651.0,0.0,19651.0,2024
harsha chhina,598.0,11605.33,0.0,11605.33,17207.61,1431.27574394464,over_exploited,23162.0,0.0,23162.0,2024
mawthadraishan,4062.0,4099.63,4099.63,0.0,83.29,83.29,safe,47948.0,14489.0,0.0,2024
samanda,2975.0,3432.14,3432.14,0.0,88.03,88.03,safe,54700.0,19085.0,0.0,2024
mawkynrew,4032.0,2361.51,2361.51,0.0,44.58,44.58,safe,34594.0,11292.0,0.0,2024
mairang,4062.0,6412.9,6412.9,0.0,121.78,121.78,safe,87729.0,24555.0,0.0,2024
amlarem,2320.0,3283.71,3283.71,0.0,31.22,31.22,safe,39800.0,17583.0,0.0,2024
dambo rongjeng,2975.0,2509.32,2509.32,0.0,134.47,134.47,safe,46500.0,15974.0,0.0,2024
khliehriat,2320.0,10978.24,10978.24,0.0,171.09,171.09,safe,119400.0,50445.0,0.0,2024
ranikor,3918.0,9094.51,9094.51,0.0,36.04,36.04,safe,70022.0,27115.0,0.0,2024
laskein,2320.0,3047.76,3047.76,0.0,251.8,251.8,safe,47640.0,19117.0,0.0,2024
greater shillong,4032.0,564.79,564.79,0.0,251.63,251.63,safe,18000.0,3250.0,0.0,2024
betasing,1634.0,4823.45,4823.45,0.0,605.47,605.47,safe,41200.0,22763.0,0.0,2024
songsak,2975.0,2551.29,2551.29,0.0,123.6,123.6,safe,43100.0,15156.0,0.0,2024
mawkyrwat,3918.0,5238.6,5238.6,0.0,101.99,101.99,safe,64078.0,21422.0,0.0,2024
nongstoin,4062.0,8291.95,8291.95,0.0,106.35,106.35,safe,94045.0,30519.0,0.0,2024
pynursla,4032.0,3886.13,3886.13,0.0,17.03,17.03,safe,41411.0,12059.0,0.0,2024
mawphlang,4032.0,2298.63,2298.63,0.0,61.93,61.93,safe,30153.0,10183.0,0.0,2024
rongara,4210.0,7268.08,7268.08,0.0,48.41,48.41,safe,58700.0,17440.0,0.0,2024
mawshynrut,4062.0,15160.92,15160.92,0.0,151.99,151.99,safe,160878.0,54407.0,0.0,2024
kharkutta,2803.0,3570.87,3570.87,0.0,140.82,140.82,safe,43500.0,13130.0,0.0,2024
chokpot,4210.0,5359.43,5359.43,0.0,49.97,49.97,safe,43800.0,16686.0,0.0,2024
dalu,2678.0,4620.93,4620.93,0.0,106.36,106.36,safe,45900.0,21244.0,0.0,2024
tikrikilla,2678.0,3284.09,3284.09,0.0,875.58,875.58,safe,33000.0,15892.0,0.0,2024
gambegre,2678.0,2527.36,2527.36,0.0,48.91,48.91,safe,24800.0,10341.0,0.0,2024
umling,2030.0,1342.01,1342.01,0.0,131.84,131.84,safe,59963.0,13744.0,0.0,2024
khatarshnong laitkroh,4032.0,2960.06,2960.06,0.0,60.33,60.33,safe,32394.0,12835.0,0.0,2024
rongram,2678.0,3344.29,3344.29,0.0,219.49,219.49,safe,62200.0,18915.0,0.0,2024
selsella,2678.0,10897.87,10897.87,0.0,2329.76,2329.76,safe,53500.0,35211.0,0.0,2024
dadenggiri,2678.0,4450.68,4450.68,0.0,93.8,93.8,safe,61700.0,26181.0,0.0,2024
jirang,2030.0,1439.16,1439.16,0.0,43.97,43.97,safe,65940.0,14821.0,0.0,2024
shella bholaganj,4032.0,3116.02,3116.02,0.0,49.26,49.26,safe,35199.0,10513.0,0.0,2024
zikzak,1634.0,3166.15,3166.15,0.0,160.97,160.97,safe,45400.0,19757.0,0.0,2024
saipung,2320.0,5817.67,5817.67,0.0,62.65,62.65,safe,84600.0,32290.0,0.0,2024
thadlaskein,2320.0,4832.0,4832.0,0.0,328.28,328.28,safe,90460.0,42486.0,0.0,2024
resubelpara,2803.0,6289.42,6289.42,0.0,357.89,357.89,safe,72500.0,23901.0,0.0,2024
mawryngkneng,4032.0,1900.36,1900.36,0.0,94.16,94.16,safe,24205.0,8794.0,0.0,2024
umsning,2030.0,3702.53,3702.53,0.0,179.0,179.0,safe,118897.0,40313.0,0.0,2024
mylliem,4032.0,653.01,653.01,0.0,63.86,63.86,safe,7880.0,3073.0,0.0,2024
baghmara,4210.0,4802.15,4802.15,0.0,99.82,99.82,safe,44200.0,15465.0,0.0,2024
mawsynram,4032.0,4076.9,4076.9,0.0,55.42,55.42,safe,50964.0,14733.0,0.0,2024
gasuapara,4210.0,6044.0,6044.0,0.0,58.78,58.78,safe,42000.0,16366.0,0.0,2024
old agartala,2301.87096774194,1644.33,1644.33,0.0,200.67,200.67,safe,6524.0,6524.0,0.0,2024
silachhari,2183.46774193548,977.59,977.59,0.0,43.67,43.67,safe,7394.0,4475.0,0.0,2024
laljuri,2482.72258064516,1589.75,1589.75,0.0,114.17,114.17,safe,19950.0,7144.0,0.0,2024
amc,2068.85483870968,1848.38,1848.38,0.0,1074.64,1074.64,safe,7650.0,7650.0,0.0,2024
tulasikhar,2311.83548387097,1896.94,1896.94,0.0,105.02,105.02,safe,26461.0,8461.0,0.0,2024
dasda,2482.72258064516,2283.08,2283.08,0.0,138.34,138.34,safe,37545.0,10399.0,0.0,2024
belbari,1948.36612903226,1366.16,1366.16,0.0,217.7,217.7,safe,9655.0,6911.0,0.0,2024
rajnagar,2241.64516129032,3758.79,3758.79,0.0,272.58,272.58,safe,20822.0,16182.0,0.0,2024
jampui hill,2440.77419354839,874.69,874.69,0.0,29.22,29.22,safe,18889.0,4455.0,0.0,2024
gournagar,2393.0,2206.39,2206.39,0.0,232.04,232.04,safe,12195.0,8764.0,0.0,2024
damchhera,2482.72258064516,369.09,369.09,0.0,67.09,67.09,safe,18510.0,1410.0,0.0,2024
killa,2119.98387096774,3372.61,3372.61,0.0,128.3,128.3,safe,19372.0,16297.0,0.0,2024
hrishyamukh,2249.03903225806,3330.08,3330.08,0.0,445.1,445.1,safe,18260.0,12010.0,0.0,2024
kanthalia,2095.51870967742,3122.97,3122.97,0.0,288.48,288.48,safe,15580.0,11830.0,0.0,2024
amarpur,2239.07419354839,6112.08,6112.08,0.0,213.66,213.66,safe,41046.0,26791.0,0.0,2024
charilam,1982.97032258064,3002.94,3002.94,0.0,212.79,212.79,safe,12675.0,11473.0,0.0,2024
rupaichari,2798.85483870968,2245.26,2245.26,0.0,299.96,299.96,safe,18485.0,8360.0,0.0,2024
teliamura,2143.74193548387,1882.17,1882.17,0.0,213.93,213.93,safe,13262.0,6149.0,0.0,2024
jubarajnagar,2580.27096774194,2140.02,2140.02,0.0,206.68,206.68,safe,14386.0,8751.0,0.0,2024
manu,2345.26451612903,5550.1,5550.1,0.0,307.4,307.4,safe,46331.0,26331.0,0.0,2024
hezamara,2056.36612903226,2170.27,2170.27,0.0,141.26,141.26,safe,18366.0,10866.0,0.0,2024
chandipur,2393.0,1894.36,1894.36,0.0,174.46,174.46,safe,12845.0,8226.0,0.0,2024
nalchar,2095.51870967742,2678.37,2678.37,0.0,222.31,222.31,safe,9965.0,7383.0,0.0,2024
boxanagar,2113.33548387097,2948.82,2948.82,0.0,209.41,209.41,safe,11806.0,11052.0,0.0,2024
poangbari,2798.85483870968,1118.4,1118.4,0.0,80.27,80.27,safe,7415.0,4265.0,0.0,2024
jirania,1947.18387096774,1379.07,1379.07,0.0,286.12,286.12,safe,5630.0,4677.0,0.0,2024
mandwi,1948.36612903226,2280.58,2280.58,0.0,140.33,140.33,safe,18073.0,11823.0,0.0,2024
jampuijala,1982.97032258064,5350.81,5350.81,0.0,230.91,230.91,safe,30652.0,25577.0,0.0,2024
kalacherra,2602.16451612903,2201.67,2201.67,0.0,200.58,200.58,safe,7768.0,7644.0,0.0,2024
bharat ch nagar,2327.82258064516,2456.18,2456.18,0.0,182.75,182.75,safe,12209.0,8527.0,0.0,2024
durgachowmohani,2668.06451612903,2068.82,2068.82,0.0,196.3,196.3,safe,14587.0,5902.0,0.0,2024
bishalgarh,1993.99032258064,4001.64,4001.64,0.0,333.48,333.48,safe,14998.0,13732.0,0.0,2024
mohanpur,2060.87096774194,2363.18,2363.18,0.0,388.07,388.07,safe,10886.0,10886.0,0.0,2024
panisagar,2573.03548387097,1589.63,1589.63,0.0,117.77,117.77,safe,9166.0,5081.0,0.0,2024
satchand,2798.85483870968,6117.09,6117.09,0.0,572.26,572.26,safe,20190.0,17089.0,0.0,2024
dumburnagar,2237.0064516129,2276.13,2276.13,0.0,104.68,104.68,safe,28157.0,12307.0,0.0,2024
mohanbhog,2118.89032258065,1764.58,1764.58,0.0,123.28,123.28,safe,8716.0,6123.0,0.0,2024
kumarghat,2399.27741935484,3881.21,3881.21,0.0,340.76,340.76,safe,24697.0,17522.0,0.0,2024
salema,2672.27741935484,3265.34,3265.34,0.0,327.12,327.12,safe,23447.0,13133.0,0.0,2024
kalyanpur,2134.15806451613,1765.49,1765.49,0.0,139.64,139.64,safe,10153.0,7253.0,0.0,2024
mungiakami,2134.15806451613,2118.63,2118.63,0.0,78.02,78.02,safe,29292.0,11183.0,0.0,2024
dukli,2056.36612903226,2398.9,2398.9,0.0,346.56,346.56,safe,10445.0,9948.0,0.0,2024
jolaibari,2336.52290322581,3472.39,3472.39,0.0,133.84,133.84,safe,23601.0,12660.0,0.0,2024
karbook,2176.39032258065,3161.66,3161.66,0.0,77.68,77.68,safe,21468.0,15385.0,0.0,2024
ompi,2219.17741935484,3441.36,3441.36,0.0,131.86,131.86,safe,30511.0,15466.0,0.0,2024
matabari,2126.02903225806,4699.71,4699.71,0.0,315.06,315.06,safe,22880.0,17858.0,0.0,2024
bagafa,2336.52290322581,4714.39,4714.39,0.0,305.22,305.22,safe,30219.0,19010.0,0.0,2024
kakraban,2124.66451612903,2344.71,2344.71,0.0,285.01,285.01,safe,10378.0,7378.0,0.0,2024
ganganagar,2250.0,820.4,820.4,0.0,83.36,83.36,safe,25624.0,4538.0,0.0,2024
chawmanu,2321.00322580645,3790.94,3790.94,0.0,92.07,92.07,safe,45829.0,16183.0,0.0,2024
tepania,2119.98387096774,2229.3,2229.3,0.0,108.13,108.13,safe,8656.0,6178.0,0.0,2024
ambasa,2686.07419354839,3166.78,3166.78,0.0,167.11,167.11,safe,30556.0,13279.0,0.0,2024
lefunga,2056.36612903226,710.2,710.2,0.0,171.08,171.08,safe,4942.0,3526.0,0.0,2024
pencharthal,2372.33935483871,2422.65,2422.65,0.0,106.97,106.97,safe,15966.0,8366.0,0.0,2024
raishyabari,2257.36774193548,1449.05,1449.05,0.0,72.94,72.94,safe,16958.0,7908.0,0.0,2024
bamutia,2056.36612903226,1411.09,1411.09,0.0,181.13,181.13,safe,5471.0,5471.0,0.0,2024
khowai,2307.04193548387,3425.99,3425.99,0.0,189.27,189.27,safe,10173.0,9985.0,0.0,2024
padmabil,2311.83548387097,1529.39,1529.39,0.0,99.39,99.39,safe,11904.0,6529.0,0.0,2024
kadamtala,2602.16451612903,2731.84,2731.84,0.0,229.65,229.65,safe,9578.0,9498.0,0.0,2024
chandigarh,1009.8,5215.28,5215.28,0.0,3206.89,3206.89,safe,11400.0,11400.0,0.0,2024
odhan,234.590587450541,6014.88,0.0,6014.88,19783.25,1431.27574394464,over_exploited,51579.9109748318,0.0,35175.9109748318,2024
nilokheri,707.48,18292.57,0.0,18292.57,31692.54,1431.27574394464,over_exploited,39957.5402124078,0.0,39957.5402124078,2024
jind,437.648537746965,19245.57,0.0,19245.57,25998.29,1431.27574394464,over_exploited,47698.483930174,0.0,46700.607930174,2024
hodal,454.069391424749,8428.07,0.0,8428.07,6329.1,1431.27574394464,semi_critical,30054.3503752167,0.0,27303.3503752167,2024
bilaspur,901.0,6936.31,0.0,6936.31,7473.85,1431.27574394464,over_exploited,27563.0851489669,0.0,26463.0851489669,2024
dahina,550.0,5813.69,0.0,5813.69,5085.3,1431.27574394464,critical,21015.9332412435,0.0,19809.9332412435,2024
kathura,227.144852837255,6093.42,0.0,6093.42,4018.43,1431.27574394464,semi_critical,19608.7814160952,0.0,14699.7814160952,2024
gurgaon_urban,773.87,6168.74,0.0,6168.74,18113.57,1431.27574394464,over_exploited,31911.4468,0.0,31911.4468,2024
ateli nangal,304.06887745275,3892.42,0.0,3892.42,4566.0,1431.27574394464,over_exploited,22313.2337979517,0.0,20728.2337979517,2024
hisar-ii,510.0,7975.56,0.0,7975.56,2775.6,1431.27574394464,safe,72208.8224575112,0.0,72208.8224575112,2024
ambala-i,917.0,9097.27,0.0,9097.27,8426.9,1431.27574394464,over_exploited,19317.5965541444,0.0,19317.5965541444,2024
bahadurgarh,573.736573576478,10319.87,0.0,10319.87,5595.03,1431.27574394464,safe,39644.1648244068,0.0,30408.1648244068,2024
ujhana,531.006677530301,6863.83,0.0,6863.83,7056.34,1431.27574394464,over_exploited,31675.4703812801,0.0,30197.2823812801,2024
pingwan,483.22,2045.1,0.0,2045.1,592.45,1431.27574394464,safe,15546.9017021432,0.0,15546.9017021432,2024
narnaul,420.0,1172.83,0.0,1172.83,1173.38,1431.27574394464,over_exploited,21102.5254940523,0.0,21102.5254940523,2024
pataudi,466.0,6123.77,0.0,6123.77,9285.78,1431.27574394464,over_exploited,27547.7830834673,0.0,27502.7830834673,2024
charkhi dadri,415.161009218151,3859.82,0.0,3859.82,3137.95,1431.27574394464,safe,43137.093954173,0.0,42640.093954173,2024
behal,367.463787044338,3658.56,0.0,3658.56,7484.58,1431.27574394464,over_exploited,29577.6408343928,0.0,25499.6408343928,2024
ballabgarh,409.563757804508,3360.61,0.0,3360.61,7826.97,1431.27574394464,over_exploited,17172.72199,0.0,10599.72199,2024
dabwali,267.786960690271,13484.15,0.0,13484.15,29864.85,1431.27574394464,over_exploited,80125.7083091234,0.0,62375.7083091234,2024
thanesar,624.24,7976.62,0.0,7976.62,18157.71,1431.27574394464,over_exploited,31499.6060139724,0.0,31499.6060139724,2024
tigaon,699.0,3704.93,0.0,3704.93,3088.01,1431.27574394464,semi_critical,13458.7397723312,0.0,13458.7397723312,2024
satnali,341.115035564795,1942.92,0.0,1942.92,1820.64,1431.27574394464,over_exploited,23714.103435913,0.0,22470.103435913,2024
sihma,303.143585437443,3057.39,0.0,3057.39,4140.4,1431.27574394464,over_exploited,13825.1905484212,0.0,13347.1905484212,2024
ratia,335.0,16272.51,0.0,16272.51,34270.18,1431.27574394464,over_exploited,37787.9972840804,0.0,37787.9972840804,2024
kalayat,394.563736704311,4846.9,0.0,4846.9,7404.32,1431.27574394464,over_exploited,32689.1056830282,0.0,31969.1056830282,2024
mahendragarh,360.0,3706.44,0.0,3706.44,4777.62,1431.27574394464,over_exploited,35882.8705370258,0.0,34864.8705370258,2024
alewa,502.036385887755,5770.61,0.0,5770.61,7964.04,1431.27574394464,over_exploited,23546.9664233539,0.0,22262.5874233539,2024
matannail,498.377003217142,6681.18,0.0,6681.18,1325.3,1431.27574394464,safe,36214.3468242325,0.0,29299.3468242325,2024
tosham,409.34841462548496,7820.66,0.0,7820.66,10877.5,1431.27574394464,over_exploited,51881.9172889253,0.0,48835.9172889253,2024
assandh,626.002953477884,14541.2,0.0,14541.2,24197.86,1431.27574394464,over_exploited,39297.4309037191,0.0,39111.4309037191,2024
baragudha,320.090509480928,12971.35,0.0,12971.35,16196.46,1431.27574394464,semi_critical,53384.3559962858,0.0,49675.3559962858,2024
bawani khera,313.306520983325,6257.47,0.0,6257.47,6260.0,1431.27574394464,safe,40587.2297763975,0.0,29834.2297763975,2024
baund,428.0,4296.38,0.0,4296.38,1125.0,1431.27574394464,safe,36774.3782898874,0.0,36585.3782898874,2024
adampur,370.0,5401.98,0.0,5401.98,2621.15,1431.27574394464,safe,36692.7868994913,0.0,36692.7868994913,2024
badhra,464.639373004459,6990.56,0.0,6990.56,15462.8,1431.27574394464,over_exploited,23436.5433197812,0.0,22686.5433197812,2024
barwala,256.462009594034,9047.24,0.0,9047.24,10845.25,1431.27574394464,semi_critical,50633.2633627103,0.0,49944.2633627103,2024
prithla,545.79,5468.41,0.0,5468.41,6197.93,1431.27574394464,over_exploited,16382.7424494181,0.0,16382.7424494181,2024
naraingarh,1381.0,8121.36,0.0,8121.36,11524.96,1431.27574394464,over_exploited,27728.7800328661,0.0,27428.7800328661,2024
tohana,325.0,16735.05,0.0,16735.05,20076.41,1431.27574394464,over_exploited,40246.7676282034,0.0,40246.7676282034,2024
beri,423.392126095551,7701.3,0.0,7701.3,3889.73,1431.27574394464,safe,32791.1607350276,0.0,26802.1607350276,2024
israna,423.806626871642,8290.47,0.0,8290.47,15729.68,1431.27574394464,over_exploited,27393.77133,0.0,26757.77133,2024
